block_id,mine_id,x,y,z,volume_m3,density,estimated_mn_pct,kriging_variance,tonnage_t,is_ore
BLK-0547,DEMO-01,175.0,536.92,192.33,32068.4,2.937,8.831,106.3205,94184.9,0
BLK-0548,DEMO-01,175.0,536.92,207.22,32068.4,2.919,7.799,91.6429,93607.7,0
BLK-0549,DEMO-01,175.0,536.92,222.11,32068.4,2.914,11.757,152.9079,93447.3,0
BLK-0550,DEMO-01,175.0,536.92,237.0,32068.4,2.897,15.979,210.1906,92902.2,0
BLK-0551,DEMO-01,175.0,580.0,103.0,32068.4,2.924,16.309,223.4319,93768.0,0
BLK-0552,DEMO-01,175.0,580.0,117.89,32068.4,2.917,17.448,225.6299,93543.5,0
BLK-0553,DEMO-01,175.0,580.0,132.78,32068.4,2.911,14.807,227.3687,93351.1,0
BLK-0554,DEMO-01,175.0,580.0,147.67,32068.4,2.933,16.219,225.7659,94056.6,0
BLK-0555,DEMO-01,175.0,580.0,162.56,32068.4,2.901,16.156,213.3346,93030.4,0
BLK-0556,DEMO-01,175.0,580.0,177.44,32068.4,2.959,11.609,171.558,94890.4,0
BLK-0557,DEMO-01,175.0,580.0,192.33,32068.4,2.928,7.319,135.7572,93896.3,0
BLK-0558,DEMO-01,175.0,580.0,207.22,32068.4,2.921,6.891,125.4676,93671.8,0
BLK-0559,DEMO-01,175.0,580.0,222.11,32068.4,2.911,10.848,166.9268,93351.1,0
BLK-0560,DEMO-01,175.0,580.0,237.0,32068.4,2.894,14.752,212.7614,92805.9,0
BLK-0561,DEMO-01,225.0,20.0,103.0,32068.4,2.914,19.019,223.3177,93447.3,0
BLK-0562,DEMO-01,225.0,20.0,117.89,32068.4,2.921,19.019,223.3177,93671.8,0
BLK-0563,DEMO-01,225.0,20.0,132.78,32068.4,2.925,17.166,224.4742,93800.1,0
BLK-0564,DEMO-01,225.0,20.0,147.67,32068.4,2.914,18.586,224.8571,93447.3,0
BLK-0565,DEMO-01,225.0,20.0,162.56,32068.4,2.888,18.402,212.8255,92613.5,0
BLK-0566,DEMO-01,225.0,20.0,177.44,32068.4,2.898,12.635,171.1243,92934.2,0
BLK-0567,DEMO-01,225.0,20.0,192.33,32068.4,2.944,7.03,107.3262,94409.4,0
BLK-0568,DEMO-01,225.0,20.0,207.22,32068.4,2.902,3.301,104.2495,93062.5,0
BLK-0569,DEMO-01,225.0,20.0,222.11,32068.4,2.935,5.425,156.2634,94120.8,0
BLK-0570,DEMO-01,225.0,20.0,237.0,32068.4,2.904,10.516,208.2663,93126.6,0
BLK-0571,DEMO-01,225.0,63.08,103.0,32068.4,2.914,19.019,223.3177,93447.3,0
BLK-0572,DEMO-01,225.0,63.08,117.89,32068.4,2.924,19.019,223.3177,93768.0,0
BLK-0573,DEMO-01,225.0,63.08,132.78,32068.4,2.905,18.833,223.3379,93158.7,0
BLK-0574,DEMO-01,225.0,63.08,147.67,32068.4,2.938,18.878,222.6244,94217.0,0
BLK-0575,DEMO-01,225.0,63.08,162.56,32068.4,2.925,18.35,202.238,93800.1,0
BLK-0576,DEMO-01,225.0,63.08,177.44,32068.4,2.929,15.492,145.264,93928.3,0
BLK-0577,DEMO-01,225.0,63.08,192.33,32068.4,2.913,7.71,67.6828,93415.2,0
BLK-0578,DEMO-01,225.0,63.08,207.22,32068.4,2.925,3.357,76.6954,93800.1,0
BLK-0579,DEMO-01,225.0,63.08,222.11,32068.4,2.937,4.862,116.2582,94184.9,0
BLK-0580,DEMO-01,225.0,63.08,237.0,32068.4,2.914,9.174,190.3331,93447.3,0
BLK-0581,DEMO-01,225.0,106.15,103.0,32068.4,2.939,19.212,221.7167,94249.0,0
BLK-0582,DEMO-01,225.0,106.15,117.89,32068.4,2.908,19.597,222.9882,93254.9,0
BLK-0583,DEMO-01,225.0,106.15,132.78,32068.4,2.928,18.833,223.3379,93896.3,0
BLK-0584,DEMO-01,225.0,106.15,147.67,32068.4,2.949,21.582,224.6285,94569.7,1
BLK-0585,DEMO-01,225.0,106.15,162.56,32068.4,2.942,22.196,199.5064,94345.2,1
BLK-0586,DEMO-01,225.0,106.15,177.44,32068.4,2.926,16.771,131.8954,93832.1,0
BLK-0587,DEMO-01,225.0,106.15,192.33,32068.4,2.916,9.954,74.3965,93511.5,0
BLK-0588,DEMO-01,225.0,106.15,207.22,32068.4,2.905,4.073,71.6323,93158.7,0
BLK-0589,DEMO-01,225.0,106.15,222.11,32068.4,2.921,4.765,78.9118,93671.8,0
BLK-0590,DEMO-01,225.0,106.15,237.0,32068.4,2.918,10.708,176.8532,93575.6,0
BLK-0591,DEMO-01,225.0,149.23,103.0,32068.4,2.915,20.496,222.2449,93479.4,1
BLK-0592,DEMO-01,225.0,149.23,117.89,32068.4,2.916,20.058,222.3662,93511.5,1
BLK-0593,DEMO-01,225.0,149.23,132.78,32068.4,2.939,20.058,222.3662,94249.0,1
BLK-0594,DEMO-01,225.0,149.23,147.67,32068.4,3.045,23.557,224.5864,97648.3,1
BLK-0595,DEMO-01,225.0,149.23,162.56,32068.4,2.996,23.289,200.9597,96076.9,1
BLK-0596,DEMO-01,225.0,149.23,177.44,32068.4,2.912,20.512,135.1264,93383.2,1
BLK-0597,DEMO-01,225.0,149.23,192.33,32068.4,2.951,12.784,83.0544,94633.8,0
BLK-0598,DEMO-01,225.0,149.23,207.22,32068.4,2.898,4.184,70.9108,92934.2,0
BLK-0599,DEMO-01,225.0,149.23,222.11,32068.4,2.908,5.261,97.7129,93254.9,0
BLK-0600,DEMO-01,225.0,149.23,237.0,32068.4,2.91,14.011,177.2039,93319.0,0
BLK-0601,DEMO-01,225.0,192.31,103.0,32068.4,2.943,20.887,219.7078,94377.3,1
BLK-0602,DEMO-01,225.0,192.31,117.89,32068.4,2.899,21.724,221.8097,92966.3,1
BLK-0603,DEMO-01,225.0,192.31,132.78,32068.4,2.96,23.256,223.8416,94922.5,1
BLK-0604,DEMO-01,225.0,192.31,147.67,32068.4,3.211,22.13,224.9266,102971.6,1
BLK-0605,DEMO-01,225.0,192.31,162.56,32068.4,3.153,24.952,201.4738,101111.7,1
BLK-0606,DEMO-01,225.0,192.31,177.44,32068.4,2.952,27.39,140.6379,94665.9,1
BLK-0607,DEMO-01,225.0,192.31,192.33,32068.4,2.932,20.663,93.3697,94024.5,1
BLK-0608,DEMO-01,225.0,192.31,207.22,32068.4,2.91,11.158,70.8931,93319.0,0
BLK-0609,DEMO-01,225.0,192.31,222.11,32068.4,2.919,8.912,128.7431,93607.7,0
BLK-0610,DEMO-01,225.0,192.31,237.0,32068.4,2.892,12.131,188.1183,92741.8,0
BLK-0611,DEMO-01,225.0,235.38,103.0,32068.4,2.918,21.891,220.8692,93575.6,1
BLK-0612,DEMO-01,225.0,235.38,117.89,32068.4,2.906,21.891,220.8692,93190.8,1
BLK-0613,DEMO-01,225.0,235.38,132.78,32068.4,2.922,21.545,221.498,93703.9,1
BLK-0614,DEMO-01,225.0,235.38,147.67,32068.4,3.117,23.901,222.8788,99957.2,1
BLK-0615,DEMO-01,225.0,235.38,162.56,32068.4,3.553,28.22,197.3443,113939.0,1
BLK-0616,DEMO-01,225.0,235.38,177.44,32068.4,3.08,33.27,132.5135,98770.7,1
BLK-0617,DEMO-01,225.0,235.38,192.33,32068.4,2.924,30.688,99.6692,93768.0,1
BLK-0618,DEMO-01,225.0,235.38,207.22,32068.4,2.9,20.354,109.0718,92998.4,1
BLK-0619,DEMO-01,225.0,235.38,222.11,32068.4,2.905,14.478,158.8782,93158.7,0
BLK-0620,DEMO-01,225.0,235.38,237.0,32068.4,2.931,15.568,204.5278,93992.5,0
BLK-0621,DEMO-01,225.0,278.46,103.0,32068.4,2.924,22.196,221.1008,93768.0,1
BLK-0622,DEMO-01,225.0,278.46,117.89,32068.4,2.931,22.242,220.7748,93992.5,1
BLK-0623,DEMO-01,225.0,278.46,132.78,32068.4,2.938,22.846,221.7069,94217.0,1
BLK-0624,DEMO-01,225.0,278.46,147.67,32068.4,2.977,22.254,220.2403,95467.6,1
BLK-0625,DEMO-01,225.0,278.46,162.56,32068.4,3.599,29.161,187.6178,115414.2,1
BLK-0626,DEMO-01,225.0,278.46,177.44,32068.4,3.545,36.627,112.0496,113682.5,1
BLK-0627,DEMO-01,225.0,278.46,192.33,32068.4,2.992,37.831,74.2653,95948.7,1
BLK-0628,DEMO-01,225.0,278.46,207.22,32068.4,2.91,27.126,122.8986,93319.0,1
BLK-0629,DEMO-01,225.0,278.46,222.11,32068.4,2.904,18.351,181.8009,93126.6,0
BLK-0630,DEMO-01,225.0,278.46,237.0,32068.4,2.924,16.984,214.4075,93768.0,0
BLK-0631,DEMO-01,225.0,321.54,103.0,32068.4,2.929,22.045,220.7964,93928.3,1
BLK-0632,DEMO-01,225.0,321.54,117.89,32068.4,2.928,22.045,220.7964,93896.3,1
BLK-0633,DEMO-01,225.0,321.54,132.78,32068.4,2.92,22.242,220.7748,93639.7,1
BLK-0634,DEMO-01,225.0,321.54,147.67,32068.4,2.976,22.802,218.8129,95435.6,1
BLK-0635,DEMO-01,225.0,321.54,162.56,32068.4,3.564,27.377,182.49,114291.8,1
BLK-0636,DEMO-01,225.0,321.54,177.44,32068.4,3.661,35.813,92.2323,117402.4,1
BLK-0637,DEMO-01,225.0,321.54,192.33,32068.4,3.012,40.001,47.8701,96590.0,1
BLK-0638,DEMO-01,225.0,321.54,207.22,32068.4,2.92,30.308,119.6128,93639.7,1
BLK-0639,DEMO-01,225.0,321.54,222.11,32068.4,2.927,19.828,187.5071,93864.2,0
BLK-0640,DEMO-01,225.0,321.54,237.0,32068.4,2.895,16.854,216.1525,92838.0,0
BLK-0641,DEMO-01,225.0,364.62,103.0,32068.4,2.914,19.364,223.209,93447.3,0
BLK-0642,DEMO-01,225.0,364.62,117.89,32068.4,2.898,19.364,223.209,92934.2,0
BLK-0643,DEMO-01,225.0,364.62,132.78,32068.4,2.925,21.336,223.3392,93800.1,1
BLK-0644,DEMO-01,225.0,364.62,147.67,32068.4,3.135,21.813,221.8171,100534.4,1
BLK-0645,DEMO-01,225.0,364.62,162.56,32068.4,3.654,26.72,184.1001,117177.9,1
BLK-0646,DEMO-01,225.0,364.62,177.44,32068.4,3.21,32.125,103.4956,102939.6,1
BLK-0647,DEMO-01,225.0,364.62,192.33,32068.4,2.938,35.166,68.7308,94217.0,1
BLK-0648,DEMO-01,225.0,364.62,207.22,32068.4,2.889,27.709,112.191,92645.6,1
BLK-0649,DEMO-01,225.0,364.62,222.11,32068.4,2.909,19.926,183.5873,93287.0,0
BLK-0650,DEMO-01,225.0,364.62,237.0,32068.4,2.921,17.716,215.3152,93671.8,0
BLK-0651,DEMO-01,225.0,407.69,103.0,32068.4,2.878,18.405,223.9553,92292.9,0
BLK-0652,DEMO-01,225.0,407.69,117.89,32068.4,2.904,18.405,223.9553,93126.6,0
BLK-0653,DEMO-01,225.0,407.69,132.78,32068.4,2.988,18.405,223.9553,95820.4,0
BLK-0654,DEMO-01,225.0,407.69,147.67,32068.4,3.336,22.028,221.7517,106980.2,1
BLK-0655,DEMO-01,225.0,407.69,162.56,32068.4,3.219,23.977,185.2105,103228.2,1
BLK-0656,DEMO-01,225.0,407.69,177.44,32068.4,2.95,26.205,113.993,94601.8,1
BLK-0657,DEMO-01,225.0,407.69,192.33,32068.4,2.919,26.524,64.3837,93607.7,1
BLK-0658,DEMO-01,225.0,407.69,207.22,32068.4,2.924,21.808,104.6336,93768.0,1
BLK-0659,DEMO-01,225.0,407.69,222.11,32068.4,2.912,17.642,178.6742,93383.2,0
BLK-0660,DEMO-01,225.0,407.69,237.0,32068.4,2.918,14.032,214.6044,93575.6,0
BLK-0661,DEMO-01,225.0,450.77,103.0,32068.4,2.908,18.405,223.9553,93254.9,0
BLK-0662,DEMO-01,225.0,450.77,117.89,32068.4,2.937,18.405,223.9553,94184.9,0
BLK-0663,DEMO-01,225.0,450.77,132.78,32068.4,3.03,18.405,223.9553,97167.3,0
BLK-0664,DEMO-01,225.0,450.77,147.67,32068.4,3.156,19.315,221.1593,101207.9,0
BLK-0665,DEMO-01,225.0,450.77,162.56,32068.4,2.965,19.593,185.7242,95082.8,0
BLK-0666,DEMO-01,225.0,450.77,177.44,32068.4,2.905,19.021,117.3485,93158.7,0
BLK-0667,DEMO-01,225.0,450.77,192.33,32068.4,2.933,17.713,84.1512,94056.6,0
BLK-0668,DEMO-01,225.0,450.77,207.22,32068.4,2.923,14.991,101.2109,93735.9,0
BLK-0669,DEMO-01,225.0,450.77,222.11,32068.4,2.921,13.343,168.7812,93671.8,0
BLK-0670,DEMO-01,225.0,450.77,237.0,32068.4,2.908,14.48,213.4575,93254.9,0
BLK-0671,DEMO-01,225.0,493.85,103.0,32068.4,2.922,17.307,222.8415,93703.9,0
BLK-0672,DEMO-01,225.0,493.85,117.89,32068.4,2.903,17.307,222.8415,93094.6,0
BLK-0673,DEMO-01,225.0,493.85,132.78,32068.4,2.952,15.853,225.1044,94665.9,0
BLK-0674,DEMO-01,225.0,493.85,147.67,32068.4,3.014,15.939,222.6126,96654.2,0
BLK-0675,DEMO-01,225.0,493.85,162.56,32068.4,2.961,15.035,188.8339,94954.5,0
BLK-0676,DEMO-01,225.0,493.85,177.44,32068.4,2.926,11.817,125.4079,93832.1,0
BLK-0677,DEMO-01,225.0,493.85,192.33,32068.4,2.898,9.817,93.3403,92934.2,0
BLK-0678,DEMO-01,225.0,493.85,207.22,32068.4,2.919,8.489,80.8062,93607.7,0
BLK-0679,DEMO-01,225.0,493.85,222.11,32068.4,2.944,10.803,148.4671,94409.4,0
BLK-0680,DEMO-01,225.0,493.85,237.0,32068.4,2.905,14.887,209.4494,93158.7,0
BLK-0681,DEMO-01,225.0,536.92,103.0,32068.4,2.915,13.344,225.4062,93479.4,0
BLK-0682,DEMO-01,225.0,536.92,117.89,32068.4,2.935,13.725,226.0191,94120.8,0
BLK-0683,DEMO-01,225.0,536.92,132.78,32068.4,2.926,14.793,226.1159,93832.1,0
BLK-0684,DEMO-01,225.0,536.92,147.67,32068.4,2.964,13.896,224.188,95050.7,0
BLK-0685,DEMO-01,225.0,536.92,162.56,32068.4,2.923,12.637,193.2462,93735.9,0
BLK-0686,DEMO-01,225.0,536.92,177.44,32068.4,2.905,8.992,139.6952,93158.7,0
BLK-0687,DEMO-01,225.0,536.92,192.33,32068.4,2.932,5.455,114.4029,94024.5,0
BLK-0688,DEMO-01,225.0,536.92,207.22,32068.4,2.9,4.466,53.2259,92998.4,0
BLK-0689,DEMO-01,225.0,536.92,222.11,32068.4,2.914,9.74,131.9907,93447.3,0
BLK-0690,DEMO-01,225.0,536.92,237.0,32068.4,2.915,13.858,206.2234,93479.4,0
BLK-0691,DEMO-01,225.0,580.0,103.0,32068.4,2.93,13.674,225.2189,93960.4,0
BLK-0692,DEMO-01,225.0,580.0,117.89,32068.4,2.924,13.674,225.2189,93768.0,0
BLK-0693,DEMO-01,225.0,580.0,132.78,32068.4,2.922,14.52,228.1923,93703.9,0
BLK-0694,DEMO-01,225.0,580.0,147.67,32068.4,2.912,13.965,224.8816,93383.2,0
BLK-0695,DEMO-01,225.0,580.0,162.56,32068.4,2.936,12.8,200.7127,94152.8,0
BLK-0696,DEMO-01,225.0,580.0,177.44,32068.4,2.971,8.696,162.5871,95275.2,0
BLK-0697,DEMO-01,225.0,580.0,192.33,32068.4,2.925,4.916,144.8376,93800.1,0
BLK-0698,DEMO-01,225.0,580.0,207.22,32068.4,2.918,5.515,109.0925,93575.6,0
BLK-0699,DEMO-01,225.0,580.0,222.11,32068.4,2.899,9.563,151.3551,92966.3,0
BLK-0700,DEMO-01,225.0,580.0,237.0,32068.4,2.908,13.838,208.3433,93254.9,0
BLK-0701,DEMO-01,275.0,20.0,103.0,32068.4,2.913,19.019,223.3177,93415.2,0
BLK-0702,DEMO-01,275.0,20.0,117.89,32068.4,2.909,19.019,223.3177,93287.0,0
BLK-0703,DEMO-01,275.0,20.0,132.78,32068.4,2.916,17.166,224.4742,93511.5,0
BLK-0704,DEMO-01,275.0,20.0,147.67,32068.4,2.946,17.482,223.5744,94473.5,0
BLK-0705,DEMO-01,275.0,20.0,162.56,32068.4,2.949,15.433,208.4904,94569.7,0
BLK-0706,DEMO-01,275.0,20.0,177.44,32068.4,2.918,15.756,165.069,93575.6,0
BLK-0707,DEMO-01,275.0,20.0,192.33,32068.4,2.9,13.447,92.1723,92998.4,0
BLK-0708,DEMO-01,275.0,20.0,207.22,32068.4,2.934,8.431,98.0633,94088.7,0
BLK-0709,DEMO-01,275.0,20.0,222.11,32068.4,2.916,9.958,166.683,93511.5,0
BLK-0710,DEMO-01,275.0,20.0,237.0,32068.4,2.893,12.261,211.6318,92773.9,0
BLK-0711,DEMO-01,275.0,63.08,103.0,32068.4,2.926,19.027,223.857,93832.1,0
BLK-0712,DEMO-01,275.0,63.08,117.89,32068.4,2.93,19.04,223.9797,93960.4,0
BLK-0713,DEMO-01,275.0,63.08,132.78,32068.4,2.893,19.04,223.9797,92773.9,0
BLK-0714,DEMO-01,275.0,63.08,147.67,32068.4,2.964,15.945,222.4295,95050.7,0
BLK-0715,DEMO-01,275.0,63.08,162.56,32068.4,2.955,14.992,194.2876,94762.1,0
BLK-0716,DEMO-01,275.0,63.08,177.44,32068.4,2.929,20.39,135.1603,93928.3,1
BLK-0717,DEMO-01,275.0,63.08,192.33,32068.4,2.909,15.143,77.422,93287.0,0
BLK-0718,DEMO-01,275.0,63.08,207.22,32068.4,2.905,6.484,66.6286,93158.7,0
BLK-0719,DEMO-01,275.0,63.08,222.11,32068.4,2.926,7.7,125.0882,93832.1,0
BLK-0720,DEMO-01,275.0,63.08,237.0,32068.4,2.91,15.783,193.4818,93319.0,0
BLK-0721,DEMO-01,275.0,106.15,103.0,32068.4,2.923,20.607,222.4345,93735.9,1
BLK-0722,DEMO-01,275.0,106.15,117.89,32068.4,2.913,18.554,223.2515,93415.2,0
BLK-0723,DEMO-01,275.0,106.15,132.78,32068.4,3.035,19.04,223.9797,97327.6,0
BLK-0724,DEMO-01,275.0,106.15,147.67,32068.4,3.094,19.733,221.1799,99219.6,0
BLK-0725,DEMO-01,275.0,106.15,162.56,32068.4,2.941,20.134,188.9704,94313.2,1
BLK-0726,DEMO-01,275.0,106.15,177.44,32068.4,2.929,25.395,121.747,93928.3,1
BLK-0727,DEMO-01,275.0,106.15,192.33,32068.4,2.909,17.882,82.1146,93287.0,0
BLK-0728,DEMO-01,275.0,106.15,207.22,32068.4,2.906,5.872,46.076,93190.8,0
BLK-0729,DEMO-01,275.0,106.15,222.11,32068.4,2.934,4.633,84.6211,94088.7,0
BLK-0730,DEMO-01,275.0,106.15,237.0,32068.4,2.896,14.92,183.7617,92870.1,0
BLK-0731,DEMO-01,275.0,149.23,103.0,32068.4,2.935,21.666,222.2586,94120.8,1
BLK-0732,DEMO-01,275.0,149.23,117.89,32068.4,3.033,21.666,222.2586,97263.5,1
BLK-0733,DEMO-01,275.0,149.23,132.78,32068.4,3.371,20.038,223.4624,108102.6,1
BLK-0734,DEMO-01,275.0,149.23,147.67,32068.4,3.114,20.184,221.7005,99861.0,1
BLK-0735,DEMO-01,275.0,149.23,162.56,32068.4,2.915,23.921,195.1721,93479.4,1
BLK-0736,DEMO-01,275.0,149.23,177.44,32068.4,2.913,28.483,131.8683,93415.2,1
BLK-0737,DEMO-01,275.0,149.23,192.33,32068.4,2.899,21.617,93.0472,92966.3,1
BLK-0738,DEMO-01,275.0,149.23,207.22,32068.4,2.903,7.521,73.2692,93094.6,0
BLK-0739,DEMO-01,275.0,149.23,222.11,32068.4,2.925,4.748,104.5417,93800.1,0
BLK-0740,DEMO-01,275.0,149.23,237.0,32068.4,2.925,12.241,185.5004,93800.1,0
BLK-0741,DEMO-01,275.0,192.31,103.0,32068.4,2.904,19.541,220.246,93126.6,0
BLK-0742,DEMO-01,275.0,192.31,117.89,32068.4,3.034,19.541,220.246,97295.5,0
BLK-0743,DEMO-01,275.0,192.31,132.78,32068.4,3.606,21.38,222.38,115638.7,1
BLK-0744,DEMO-01,275.0,192.31,147.67,32068.4,3.384,22.421,222.4675,108519.5,1
BLK-0745,DEMO-01,275.0,192.31,162.56,32068.4,2.954,25.611,197.8528,94730.1,1
BLK-0746,DEMO-01,275.0,192.31,177.44,32068.4,2.93,33.317,134.119,93960.4,1
BLK-0747,DEMO-01,275.0,192.31,192.33,32068.4,2.922,27.191,96.6362,93703.9,1
BLK-0748,DEMO-01,275.0,192.31,207.22,32068.4,2.929,12.378,84.6399,93928.3,0
BLK-0749,DEMO-01,275.0,192.31,222.11,32068.4,2.899,6.824,140.1259,92966.3,0
BLK-0750,DEMO-01,275.0,192.31,237.0,32068.4,2.915,12.29,197.7281,93479.4,0
BLK-0751,DEMO-01,275.0,235.38,103.0,32068.4,2.916,19.121,219.1268,93511.5,0
BLK-0752,DEMO-01,275.0,235.38,117.89,32068.4,2.93,19.121,219.1268,93960.4,0
BLK-0753,DEMO-01,275.0,235.38,132.78,32068.4,3.311,21.221,223.051,106178.5,1
BLK-0754,DEMO-01,275.0,235.38,147.67,32068.4,3.867,21.661,221.6953,124008.5,1
BLK-0755,DEMO-01,275.0,235.38,162.56,32068.4,3.158,29.587,191.5786,101272.0,1
BLK-0756,DEMO-01,275.0,235.38,177.44,32068.4,2.92,38.282,111.0439,93639.7,1
BLK-0757,DEMO-01,275.0,235.38,192.33,32068.4,2.906,37.027,88.4447,93190.8,1
BLK-0758,DEMO-01,275.0,235.38,207.22,32068.4,2.931,19.402,116.8975,93992.5,0
BLK-0759,DEMO-01,275.0,235.38,222.11,32068.4,2.921,10.727,169.3684,93671.8,0
BLK-0760,DEMO-01,275.0,235.38,237.0,32068.4,2.903,16.135,210.1164,93094.6,0
BLK-0761,DEMO-01,275.0,278.46,103.0,32068.4,2.914,20.785,221.0517,93447.3,1
BLK-0762,DEMO-01,275.0,278.46,117.89,32068.4,2.894,21.505,222.5852,92805.9,1
BLK-0763,DEMO-01,275.0,278.46,132.78,32068.4,3.002,21.505,222.5852,96269.3,1
BLK-0764,DEMO-01,275.0,278.46,147.67,32068.4,3.636,21.131,220.3376,116600.7,1
BLK-0765,DEMO-01,275.0,278.46,162.56,32068.4,3.546,26.455,184.4333,113714.5,1
BLK-0766,DEMO-01,275.0,278.46,177.44,32068.4,2.996,36.879,97.1947,96076.9,1
BLK-0767,DEMO-01,275.0,278.46,192.33,32068.4,2.901,38.797,81.9901,93030.4,1
BLK-0768,DEMO-01,275.0,278.46,207.22,32068.4,2.926,24.299,131.0355,93832.1,1
BLK-0769,DEMO-01,275.0,278.46,222.11,32068.4,2.945,15.108,182.4664,94441.4,0
BLK-0770,DEMO-01,275.0,278.46,237.0,32068.4,2.93,17.439,215.299,93960.4,0
BLK-0771,DEMO-01,275.0,321.54,103.0,32068.4,2.916,22.354,222.4695,93511.5,1
BLK-0772,DEMO-01,275.0,321.54,117.89,32068.4,2.902,22.121,223.4141,93062.5,1
BLK-0773,DEMO-01,275.0,321.54,132.78,32068.4,2.942,22.121,223.4141,94345.2,1
BLK-0774,DEMO-01,275.0,321.54,147.67,32068.4,3.379,22.21,221.6582,108359.1,1
BLK-0775,DEMO-01,275.0,321.54,162.56,32068.4,3.43,24.903,186.7277,109994.6,1
BLK-0776,DEMO-01,275.0,321.54,177.44,32068.4,2.967,31.682,116.8314,95146.9,1
BLK-0777,DEMO-01,275.0,321.54,192.33,32068.4,2.913,33.551,92.0639,93415.2,1
BLK-0778,DEMO-01,275.0,321.54,207.22,32068.4,2.915,23.413,126.878,93479.4,1
BLK-0779,DEMO-01,275.0,321.54,222.11,32068.4,2.923,13.791,174.446,93735.9,0
BLK-0780,DEMO-01,275.0,321.54,237.0,32068.4,2.9,15.924,210.0704,92998.4,0
BLK-0781,DEMO-01,275.0,364.62,103.0,32068.4,2.907,22.098,222.0947,93222.8,1
BLK-0782,DEMO-01,275.0,364.62,117.89,32068.4,2.917,21.415,223.7458,93543.5,1
BLK-0783,DEMO-01,275.0,364.62,132.78,32068.4,3.007,22.235,226.0686,96429.7,1
BLK-0784,DEMO-01,275.0,364.62,147.67,32068.4,3.309,23.559,225.3609,106114.3,1
BLK-0785,DEMO-01,275.0,364.62,162.56,32068.4,3.07,23.852,193.0218,98450.0,1
BLK-0786,DEMO-01,275.0,364.62,177.44,32068.4,2.901,25.413,131.5039,93030.4,1
BLK-0787,DEMO-01,275.0,364.62,192.33,32068.4,2.922,26.777,97.7862,93703.9,1
BLK-0788,DEMO-01,275.0,364.62,207.22,32068.4,2.923,19.778,115.3056,93735.9,0
BLK-0789,DEMO-01,275.0,364.62,222.11,32068.4,2.915,13.063,161.5036,93479.4,0
BLK-0790,DEMO-01,275.0,364.62,237.0,32068.4,2.9,14.775,205.1428,92998.4,0
BLK-0791,DEMO-01,275.0,407.69,103.0,32068.4,2.94,17.956,224.124,94281.1,0
BLK-0792,DEMO-01,275.0,407.69,117.89,32068.4,2.919,19.218,225.345,93607.7,0
BLK-0793,DEMO-01,275.0,407.69,132.78,32068.4,3.058,18.37,225.3246,98065.2,0
BLK-0794,DEMO-01,275.0,407.69,147.67,32068.4,3.03,17.669,226.8529,97167.3,0
BLK-0795,DEMO-01,275.0,407.69,162.56,32068.4,2.934,18.853,192.0677,94088.7,0
BLK-0796,DEMO-01,275.0,407.69,177.44,32068.4,2.939,18.996,126.2804,94249.0,0
BLK-0797,DEMO-01,275.0,407.69,192.33,32068.4,2.924,17.546,89.4298,93768.0,0
BLK-0798,DEMO-01,275.0,407.69,207.22,32068.4,2.909,13.802,114.005,93287.0,0
BLK-0799,DEMO-01,275.0,407.69,222.11,32068.4,2.931,12.363,162.188,93992.5,0
BLK-0800,DEMO-01,275.0,407.69,237.0,32068.4,2.908,14.698,206.2123,93254.9,0
BLK-0801,DEMO-01,275.0,450.77,103.0,32068.4,2.919,17.956,224.124,93607.7,0
BLK-0802,DEMO-01,275.0,450.77,117.89,32068.4,2.917,17.144,226.7971,93543.5,0
BLK-0803,DEMO-01,275.0,450.77,132.78,32068.4,2.956,16.913,226.9207,94794.2,0
BLK-0804,DEMO-01,275.0,450.77,147.67,32068.4,2.933,16.523,224.7831,94056.6,0
BLK-0805,DEMO-01,275.0,450.77,162.56,32068.4,2.922,15.174,184.4329,93703.9,0
BLK-0806,DEMO-01,275.0,450.77,177.44,32068.4,2.894,12.317,101.9628,92805.9,0
BLK-0807,DEMO-01,275.0,450.77,192.33,32068.4,2.923,9.545,78.6895,93735.9,0
BLK-0808,DEMO-01,275.0,450.77,207.22,32068.4,2.905,8.787,121.9352,93158.7,0
BLK-0809,DEMO-01,275.0,450.77,222.11,32068.4,2.933,9.352,169.7147,94056.6,0
BLK-0810,DEMO-01,275.0,450.77,237.0,32068.4,2.912,13.329,210.1872,93383.2,0
BLK-0811,DEMO-01,275.0,493.85,103.0,32068.4,2.901,16.377,226.3435,93030.4,0
BLK-0812,DEMO-01,275.0,493.85,117.89,32068.4,2.92,16.018,226.0009,93639.7,0
BLK-0813,DEMO-01,275.0,493.85,132.78,32068.4,2.917,17.144,226.7971,93543.5,0
BLK-0814,DEMO-01,275.0,493.85,147.67,32068.4,2.938,16.367,222.2821,94217.0,0
BLK-0815,DEMO-01,275.0,493.85,162.56,32068.4,2.916,12.617,175.5104,93511.5,0
BLK-0816,DEMO-01,275.0,493.85,177.44,32068.4,2.914,7.095,91.8202,93447.3,0
BLK-0817,DEMO-01,275.0,493.85,192.33,32068.4,2.924,4.417,78.7242,93768.0,0
BLK-0818,DEMO-01,275.0,493.85,207.22,32068.4,2.903,5.604,115.9223,93094.6,0
BLK-0819,DEMO-01,275.0,493.85,222.11,32068.4,2.899,8.991,165.4786,92966.3,0
BLK-0820,DEMO-01,275.0,493.85,237.0,32068.4,2.922,12.554,210.2351,93703.9,0
