date,mine_id,planned_t,actual_t,avg_mn_pct
2025-09-24,DEMO-01,2173.2,2135.0,31.84
2025-09-25,DEMO-01,2300.3,2142.9,32.2
2025-09-26,DEMO-01,2296.7,2208.9,31.13
2025-09-27,DEMO-01,2358.2,2359.5,31.42
2025-09-28,DEMO-01,2346.7,2058.4,30.94
2025-09-29,DEMO-01,2347.1,2202.0,30.89
2025-09-30,DEMO-01,2391.7,2344.5,32.24
2025-10-01,DEMO-01,2213.8,2071.7,30.46
2025-10-02,DEMO-01,2342.5,2191.0,31.89
2025-10-03,DEMO-01,2283.7,2085.4,30.78
2025-10-04,DEMO-01,2281.9,2132.3,30.5
2025-10-05,DEMO-01,2337.3,2031.1,32.09
2025-10-06,DEMO-01,2357.0,2075.4,31.84
2025-10-07,DEMO-01,2385.8,2350.2,30.7
2025-10-08,DEMO-01,2384.4,2290.1,31.13
2025-10-09,DEMO-01,2317.1,2190.9,31.18
2025-10-10,DEMO-01,2353.8,2234.9,31.5
2025-10-11,DEMO-01,2445.7,2403.7,30.89
2025-10-12,DEMO-01,2457.3,2390.5,32.8
2025-10-13,DEMO-01,2353.5,2108.6,30.39
2025-10-14,DEMO-01,2377.2,2219.1,30.05
2025-10-15,DEMO-01,2324.4,2142.6,31.25
2025-10-16,DEMO-01,2431.8,2199.7,29.67
2025-10-17,DEMO-01,2504.1,2402.7,30.71
2025-10-18,DEMO-01,2348.7,2223.7,30.84
2025-10-19,DEMO-01,2444.2,2345.7,31.4
2025-10-20,DEMO-01,2421.3,2380.9,31.22
2025-10-21,DEMO-01,2372.8,2173.7,31.6
2025-10-22,DEMO-01,2344.8,2219.0,30.74
2025-10-23,DEMO-01,2520.5,2236.0,31.09
2025-10-24,DEMO-01,2427.4,2348.6,31.91
2025-10-25,DEMO-01,2438.9,2341.2,29.49
2025-10-26,DEMO-01,2375.5,2201.7,31.78
2025-10-27,DEMO-01,2391.3,2325.9,29.61
2025-10-28,DEMO-01,2321.8,2337.2,31.44
2025-10-29,DEMO-01,2431.4,2325.9,31.88
2025-10-30,DEMO-01,2369.7,2273.8,31.71
2025-10-31,DEMO-01,2334.5,2311.0,30.92
2025-11-01,DEMO-01,2344.5,2383.9,31.67
2025-11-02,DEMO-01,2524.7,2470.2,30.65
2025-11-03,DEMO-01,2376.4,2279.6,32.63
2025-11-04,DEMO-01,2413.5,2345.1,32.17
2025-11-05,DEMO-01,2328.0,2200.7,30.66
2025-11-06,DEMO-01,2383.8,2437.3,32.64
2025-11-07,DEMO-01,2319.2,2194.4,31.63
2025-11-08,DEMO-01,2415.5,2217.2,30.51
2025-11-09,DEMO-01,2345.3,2393.8,32.47
2025-11-10,DEMO-01,2439.6,2242.8,32.87
2025-11-11,DEMO-01,2297.6,2244.5,31.26
2025-11-12,DEMO-01,2361.6,2343.6,31.79
2025-11-13,DEMO-01,2461.4,2404.1,31.47
2025-11-14,DEMO-01,2481.2,2205.3,31.97
2025-11-15,DEMO-01,2397.5,2490.4,32.16
2025-11-16,DEMO-01,2376.0,2320.0,32.32
2025-11-17,DEMO-01,2404.0,2303.6,29.92
2025-11-18,DEMO-01,2510.6,2326.5,31.05
2025-11-19,DEMO-01,2383.2,2125.6,32.31
2025-11-20,DEMO-01,2398.3,2286.6,30.9
2025-11-21,DEMO-01,2340.4,2176.0,31.79
2025-11-22,DEMO-01,2361.2,2221.4,30.71
2025-11-23,DEMO-01,2422.8,2242.8,32.07
2025-11-24,DEMO-01,2447.8,2409.1,31.52
2025-11-25,DEMO-01,2415.4,2371.5,32.01
2025-11-26,DEMO-01,2444.6,2386.1,31.83
2025-11-27,DEMO-01,2344.0,2387.9,30.3
2025-11-28,DEMO-01,2338.6,2189.7,33.28
2025-11-29,DEMO-01,2442.9,2275.5,30.38
2025-11-30,DEMO-01,2373.0,2291.1,33.61
2025-12-01,DEMO-01,2334.7,2322.0,29.66
2025-12-02,DEMO-01,2410.5,2318.2,31.55
2025-12-03,DEMO-01,2404.1,2116.7,30.3
2025-12-04,DEMO-01,2389.0,2337.3,32.87
2025-12-05,DEMO-01,2486.8,2288.1,30.64
2025-12-06,DEMO-01,2502.7,2383.7,30.57
2025-12-07,DEMO-01,2452.4,2415.4,31.53
2025-12-08,DEMO-01,2423.3,2146.0,32.71
2025-12-09,DEMO-01,2475.6,2402.2,32.55
2025-12-10,DEMO-01,2408.4,2234.2,31.31
2025-12-11,DEMO-01,2389.1,2363.3,31.23
2025-12-12,DEMO-01,2367.7,2357.8,31.94
2025-12-13,DEMO-01,2356.8,2218.9,31.45
2025-12-14,DEMO-01,2450.8,2381.6,31.57
2025-12-15,DEMO-01,2317.2,2122.7,31.38
2025-12-16,DEMO-01,2367.2,2184.9,32.02
2025-12-17,DEMO-01,2380.4,2410.7,31.88
2025-12-18,DEMO-01,2322.5,2219.9,32.79
2025-12-19,DEMO-01,2378.4,2431.9,30.96
2025-12-20,DEMO-01,2405.1,2383.4,30.95
2025-12-21,DEMO-01,2456.4,2328.3,31.42
2025-12-22,DEMO-01,2372.1,2326.4,31.33
2025-12-23,DEMO-01,2405.5,2311.6,32.23
2025-12-24,DEMO-01,2317.7,2361.0,30.6
2025-12-25,DEMO-01,2333.0,2173.3,32.58
2025-12-26,DEMO-01,2295.2,2217.4,31.26
2025-12-27,DEMO-01,2453.8,2411.4,32.5
2025-12-28,DEMO-01,2381.9,2249.8,33.65
2025-12-29,DEMO-01,2412.1,2213.1,32.37
2025-12-30,DEMO-01,2428.8,2411.5,32.03
2025-12-31,DEMO-01,2444.4,2495.6,32.45
