block_id,mine_id,x,y,z,volume_m3,density
BLK-0798,DEMO-01,275.0,407.69,207.22,32068.4,2.909
BLK-0799,DEMO-01,275.0,407.69,222.11,32068.4,2.931
BLK-0800,DEMO-01,275.0,407.69,237.0,32068.4,2.908
BLK-0801,DEMO-01,275.0,450.77,103.0,32068.4,2.919
BLK-0802,DEMO-01,275.0,450.77,117.89,32068.4,2.917
BLK-0803,DEMO-01,275.0,450.77,132.78,32068.4,2.956
BLK-0804,DEMO-01,275.0,450.77,147.67,32068.4,2.933
BLK-0805,DEMO-01,275.0,450.77,162.56,32068.4,2.922
BLK-0806,DEMO-01,275.0,450.77,177.44,32068.4,2.894
BLK-0807,DEMO-01,275.0,450.77,192.33,32068.4,2.923
BLK-0808,DEMO-01,275.0,450.77,207.22,32068.4,2.905
BLK-0809,DEMO-01,275.0,450.77,222.11,32068.4,2.933
BLK-0810,DEMO-01,275.0,450.77,237.0,32068.4,2.912
BLK-0811,DEMO-01,275.0,493.85,103.0,32068.4,2.901
BLK-0812,DEMO-01,275.0,493.85,117.89,32068.4,2.92
BLK-0813,DEMO-01,275.0,493.85,132.78,32068.4,2.917
BLK-0814,DEMO-01,275.0,493.85,147.67,32068.4,2.938
BLK-0815,DEMO-01,275.0,493.85,162.56,32068.4,2.916
BLK-0816,DEMO-01,275.0,493.85,177.44,32068.4,2.914
BLK-0817,DEMO-01,275.0,493.85,192.33,32068.4,2.924
BLK-0818,DEMO-01,275.0,493.85,207.22,32068.4,2.903
BLK-0819,DEMO-01,275.0,493.85,222.11,32068.4,2.899
BLK-0820,DEMO-01,275.0,493.85,237.0,32068.4,2.922
BLK-0821,DEMO-01,275.0,536.92,103.0,32068.4,2.902
BLK-0822,DEMO-01,275.0,536.92,117.89,32068.4,2.902
BLK-0823,DEMO-01,275.0,536.92,132.78,32068.4,2.929
BLK-0824,DEMO-01,275.0,536.92,147.67,32068.4,2.925
BLK-0825,DEMO-01,275.0,536.92,162.56,32068.4,2.9
BLK-0826,DEMO-01,275.0,536.92,177.44,32068.4,2.908
BLK-0827,DEMO-01,275.0,536.92,192.33,32068.4,2.904
BLK-0828,DEMO-01,275.0,536.92,207.22,32068.4,2.94
BLK-0829,DEMO-01,275.0,536.92,222.11,32068.4,2.928
BLK-0830,DEMO-01,275.0,536.92,237.0,32068.4,2.911
BLK-0831,DEMO-01,275.0,580.0,103.0,32068.4,2.924
BLK-0832,DEMO-01,275.0,580.0,117.89,32068.4,2.898
BLK-0833,DEMO-01,275.0,580.0,132.78,32068.4,2.907
BLK-0834,DEMO-01,275.0,580.0,147.67,32068.4,2.918
BLK-0835,DEMO-01,275.0,580.0,162.56,32068.4,2.922
BLK-0836,DEMO-01,275.0,580.0,177.44,32068.4,2.915
BLK-0837,DEMO-01,275.0,580.0,192.33,32068.4,2.919
BLK-0838,DEMO-01,275.0,580.0,207.22,32068.4,2.917
BLK-0839,DEMO-01,275.0,580.0,222.11,32068.4,2.914
BLK-0840,DEMO-01,275.0,580.0,237.0,32068.4,2.912
BLK-0841,DEMO-01,325.0,20.0,103.0,32068.4,2.911
BLK-0842,DEMO-01,325.0,20.0,117.89,32068.4,2.919
BLK-0843,DEMO-01,325.0,20.0,132.78,32068.4,2.928
BLK-0844,DEMO-01,325.0,20.0,147.67,32068.4,2.973
BLK-0845,DEMO-01,325.0,20.0,162.56,32068.4,2.951
BLK-0846,DEMO-01,325.0,20.0,177.44,32068.4,2.908
BLK-0847,DEMO-01,325.0,20.0,192.33,32068.4,2.922
BLK-0848,DEMO-01,325.0,20.0,207.22,32068.4,2.936
BLK-0849,DEMO-01,325.0,20.0,222.11,32068.4,2.918
BLK-0850,DEMO-01,325.0,20.0,237.0,32068.4,2.911
BLK-0851,DEMO-01,325.0,63.08,103.0,32068.4,2.919
BLK-0852,DEMO-01,325.0,63.08,117.89,32068.4,2.905
BLK-0853,DEMO-01,325.0,63.08,132.78,32068.4,3.019
BLK-0854,DEMO-01,325.0,63.08,147.67,32068.4,3.13
BLK-0855,DEMO-01,325.0,63.08,162.56,32068.4,2.961
BLK-0856,DEMO-01,325.0,63.08,177.44,32068.4,2.915
BLK-0857,DEMO-01,325.0,63.08,192.33,32068.4,2.909
BLK-0858,DEMO-01,325.0,63.08,207.22,32068.4,2.934
BLK-0859,DEMO-01,325.0,63.08,222.11,32068.4,2.914
BLK-0860,DEMO-01,325.0,63.08,237.0,32068.4,2.918
BLK-0861,DEMO-01,325.0,106.15,103.0,32068.4,2.926
BLK-0862,DEMO-01,325.0,106.15,117.89,32068.4,3.01
BLK-0863,DEMO-01,325.0,106.15,132.78,32068.4,3.391
BLK-0864,DEMO-01,325.0,106.15,147.67,32068.4,3.144
BLK-0865,DEMO-01,325.0,106.15,162.56,32068.4,2.907
BLK-0866,DEMO-01,325.0,106.15,177.44,32068.4,2.92
BLK-0867,DEMO-01,325.0,106.15,192.33,32068.4,2.916
BLK-0868,DEMO-01,325.0,106.15,207.22,32068.4,2.918
BLK-0869,DEMO-01,325.0,106.15,222.11,32068.4,2.917
BLK-0870,DEMO-01,325.0,106.15,237.0,32068.4,2.92
BLK-0871,DEMO-01,325.0,149.23,103.0,32068.4,2.958
BLK-0872,DEMO-01,325.0,149.23,117.89,32068.4,3.321
BLK-0873,DEMO-01,325.0,149.23,132.78,32068.4,3.683
BLK-0874,DEMO-01,325.0,149.23,147.67,32068.4,3.072
BLK-0875,DEMO-01,325.0,149.23,162.56,32068.4,2.925
BLK-0876,DEMO-01,325.0,149.23,177.44,32068.4,2.922
BLK-0877,DEMO-01,325.0,149.23,192.33,32068.4,2.953
BLK-0878,DEMO-01,325.0,149.23,207.22,32068.4,2.924
BLK-0879,DEMO-01,325.0,149.23,222.11,32068.4,2.931
BLK-0880,DEMO-01,325.0,149.23,237.0,32068.4,2.912
BLK-0881,DEMO-01,325.0,192.31,103.0,32068.4,2.917
BLK-0882,DEMO-01,325.0,192.31,117.89,32068.4,3.28
BLK-0883,DEMO-01,325.0,192.31,132.78,32068.4,3.94
BLK-0884,DEMO-01,325.0,192.31,147.67,32068.4,3.212
BLK-0885,DEMO-01,325.0,192.31,162.56,32068.4,2.93
BLK-0886,DEMO-01,325.0,192.31,177.44,32068.4,2.913
BLK-0887,DEMO-01,325.0,192.31,192.33,32068.4,2.911
BLK-0888,DEMO-01,325.0,192.31,207.22,32068.4,2.914
BLK-0889,DEMO-01,325.0,192.31,222.11,32068.4,2.926
BLK-0890,DEMO-01,325.0,192.31,237.0,32068.4,2.927
BLK-0891,DEMO-01,325.0,235.38,103.0,32068.4,2.903
BLK-0892,DEMO-01,325.0,235.38,117.89,32068.4,2.986
BLK-0893,DEMO-01,325.0,235.38,132.78,32068.4,3.567
BLK-0894,DEMO-01,325.0,235.38,147.67,32068.4,3.676
BLK-0895,DEMO-01,325.0,235.38,162.56,32068.4,3.003
BLK-0896,DEMO-01,325.0,235.38,177.44,32068.4,2.938
BLK-0897,DEMO-01,325.0,235.38,192.33,32068.4,2.911
BLK-0898,DEMO-01,325.0,235.38,207.22,32068.4,2.919
BLK-0899,DEMO-01,325.0,235.38,222.11,32068.4,2.924
BLK-0900,DEMO-01,325.0,235.38,237.0,32068.4,2.905
BLK-0901,DEMO-01,325.0,278.46,103.0,32068.4,2.915
BLK-0902,DEMO-01,325.0,278.46,117.89,32068.4,2.916
BLK-0903,DEMO-01,325.0,278.46,132.78,32068.4,3.056
BLK-0904,DEMO-01,325.0,278.46,147.67,32068.4,3.55
BLK-0905,DEMO-01,325.0,278.46,162.56,32068.4,3.221
BLK-0906,DEMO-01,325.0,278.46,177.44,32068.4,2.922
BLK-0907,DEMO-01,325.0,278.46,192.33,32068.4,2.924
BLK-0908,DEMO-01,325.0,278.46,207.22,32068.4,2.92
BLK-0909,DEMO-01,325.0,278.46,222.11,32068.4,2.898
BLK-0910,DEMO-01,325.0,278.46,237.0,32068.4,2.923
BLK-0911,DEMO-01,325.0,321.54,103.0,32068.4,2.898
BLK-0912,DEMO-01,325.0,321.54,117.89,32068.4,2.925
BLK-0913,DEMO-01,325.0,321.54,132.78,32068.4,2.963
BLK-0914,DEMO-01,325.0,321.54,147.67,32068.4,3.237
BLK-0915,DEMO-01,325.0,321.54,162.56,32068.4,3.101
BLK-0916,DEMO-01,325.0,321.54,177.44,32068.4,2.931
BLK-0917,DEMO-01,325.0,321.54,192.33,32068.4,2.929
BLK-0918,DEMO-01,325.0,321.54,207.22,32068.4,2.906
BLK-0919,DEMO-01,325.0,321.54,222.11,32068.4,2.908
BLK-0920,DEMO-01,325.0,321.54,237.0,32068.4,2.922
BLK-0921,DEMO-01,325.0,364.62,103.0,32068.4,2.923
BLK-0922,DEMO-01,325.0,364.62,117.89,32068.4,2.887
BLK-0923,DEMO-01,325.0,364.62,132.78,32068.4,3.003
BLK-0924,DEMO-01,325.0,364.62,147.67,32068.4,3.07
BLK-0925,DEMO-01,325.0,364.62,162.56,32068.4,2.962
BLK-0926,DEMO-01,325.0,364.62,177.44,32068.4,2.915
BLK-0927,DEMO-01,325.0,364.62,192.33,32068.4,2.892
BLK-0928,DEMO-01,325.0,364.62,207.22,32068.4,2.925
BLK-0929,DEMO-01,325.0,364.62,222.11,32068.4,2.909
BLK-0930,DEMO-01,325.0,364.62,237.0,32068.4,2.923
BLK-0931,DEMO-01,325.0,407.69,103.0,32068.4,2.913
BLK-0932,DEMO-01,325.0,407.69,117.89,32068.4,2.928
BLK-0933,DEMO-01,325.0,407.69,132.78,32068.4,2.951
BLK-0934,DEMO-01,325.0,407.69,147.67,32068.4,2.953
BLK-0935,DEMO-01,325.0,407.69,162.56,32068.4,2.902
BLK-0936,DEMO-01,325.0,407.69,177.44,32068.4,2.946
BLK-0937,DEMO-01,325.0,407.69,192.33,32068.4,2.946
BLK-0938,DEMO-01,325.0,407.69,207.22,32068.4,2.938
BLK-0939,DEMO-01,325.0,407.69,222.11,32068.4,2.933
BLK-0940,DEMO-01,325.0,407.69,237.0,32068.4,2.915
BLK-0941,DEMO-01,325.0,450.77,103.0,32068.4,2.932
BLK-0942,DEMO-01,325.0,450.77,117.89,32068.4,2.92
BLK-0943,DEMO-01,325.0,450.77,132.78,32068.4,2.907
BLK-0944,DEMO-01,325.0,450.77,147.67,32068.4,2.939
BLK-0945,DEMO-01,325.0,450.77,162.56,32068.4,2.931
BLK-0946,DEMO-01,325.0,450.77,177.44,32068.4,2.916
BLK-0947,DEMO-01,325.0,450.77,192.33,32068.4,2.9
BLK-0948,DEMO-01,325.0,450.77,207.22,32068.4,2.908
BLK-0949,DEMO-01,325.0,450.77,222.11,32068.4,2.892
BLK-0950,DEMO-01,325.0,450.77,237.0,32068.4,2.929
BLK-0951,DEMO-01,325.0,493.85,103.0,32068.4,2.895
BLK-0952,DEMO-01,325.0,493.85,117.89,32068.4,2.921
BLK-0953,DEMO-01,325.0,493.85,132.78,32068.4,2.907
BLK-0954,DEMO-01,325.0,493.85,147.67,32068.4,2.898
BLK-0955,DEMO-01,325.0,493.85,162.56,32068.4,2.919
BLK-0956,DEMO-01,325.0,493.85,177.44,32068.4,2.912
BLK-0957,DEMO-01,325.0,493.85,192.33,32068.4,2.927
BLK-0958,DEMO-01,325.0,493.85,207.22,32068.4,2.899
BLK-0959,DEMO-01,325.0,493.85,222.11,32068.4,2.906
BLK-0960,DEMO-01,325.0,493.85,237.0,32068.4,2.885
BLK-0961,DEMO-01,325.0,536.92,103.0,32068.4,2.887
BLK-0962,DEMO-01,325.0,536.92,117.89,32068.4,2.94
BLK-0963,DEMO-01,325.0,536.92,132.78,32068.4,2.944
BLK-0964,DEMO-01,325.0,536.92,147.67,32068.4,2.918
BLK-0965,DEMO-01,325.0,536.92,162.56,32068.4,2.905
BLK-0966,DEMO-01,325.0,536.92,177.44,32068.4,2.912
BLK-0967,DEMO-01,325.0,536.92,192.33,32068.4,2.928
BLK-0968,DEMO-01,325.0,536.92,207.22,32068.4,2.909
BLK-0969,DEMO-01,325.0,536.92,222.11,32068.4,2.919
BLK-0970,DEMO-01,325.0,536.92,237.0,32068.4,2.916
BLK-0971,DEMO-01,325.0,580.0,103.0,32068.4,2.909
BLK-0972,DEMO-01,325.0,580.0,117.89,32068.4,2.909
BLK-0973,DEMO-01,325.0,580.0,132.78,32068.4,2.92
BLK-0974,DEMO-01,325.0,580.0,147.67,32068.4,2.903
BLK-0975,DEMO-01,325.0,580.0,162.56,32068.4,2.922
BLK-0976,DEMO-01,325.0,580.0,177.44,32068.4,2.91
BLK-0977,DEMO-01,325.0,580.0,192.33,32068.4,2.918
BLK-0978,DEMO-01,325.0,580.0,207.22,32068.4,2.934
BLK-0979,DEMO-01,325.0,580.0,222.11,32068.4,2.914
BLK-0980,DEMO-01,325.0,580.0,237.0,32068.4,2.928
BLK-0981,DEMO-01,375.0,20.0,103.0,32068.4,2.893
BLK-0982,DEMO-01,375.0,20.0,117.89,32068.4,2.91
BLK-0983,DEMO-01,375.0,20.0,132.78,32068.4,2.919
BLK-0984,DEMO-01,375.0,20.0,147.67,32068.4,2.991
BLK-0985,DEMO-01,375.0,20.0,162.56,32068.4,2.998
BLK-0986,DEMO-01,375.0,20.0,177.44,32068.4,2.939
BLK-0987,DEMO-01,375.0,20.0,192.33,32068.4,2.936
BLK-0988,DEMO-01,375.0,20.0,207.22,32068.4,2.906
BLK-0989,DEMO-01,375.0,20.0,222.11,32068.4,2.913
BLK-0990,DEMO-01,375.0,20.0,237.0,32068.4,2.921
BLK-0991,DEMO-01,375.0,63.08,103.0,32068.4,2.919
BLK-0992,DEMO-01,375.0,63.08,117.89,32068.4,2.938
BLK-0993,DEMO-01,375.0,63.08,132.78,32068.4,2.966
BLK-0994,DEMO-01,375.0,63.08,147.67,32068.4,3.209
BLK-0995,DEMO-01,375.0,63.08,162.56,32068.4,3.089
BLK-0996,DEMO-01,375.0,63.08,177.44,32068.4,2.918
BLK-0997,DEMO-01,375.0,63.08,192.33,32068.4,2.913
BLK-0998,DEMO-01,375.0,63.08,207.22,32068.4,2.901
BLK-0999,DEMO-01,375.0,63.08,222.11,32068.4,2.923
BLK-1000,DEMO-01,375.0,63.08,237.0,32068.4,2.911
BLK-1001,DEMO-01,375.0,106.15,103.0,32068.4,2.908
BLK-1002,DEMO-01,375.0,106.15,117.89,32068.4,2.956
BLK-1003,DEMO-01,375.0,106.15,132.78,32068.4,3.31
BLK-1004,DEMO-01,375.0,106.15,147.67,32068.4,3.455
BLK-1005,DEMO-01,375.0,106.15,162.56,32068.4,2.981
BLK-1006,DEMO-01,375.0,106.15,177.44,32068.4,2.932
BLK-1007,DEMO-01,375.0,106.15,192.33,32068.4,2.911
BLK-1008,DEMO-01,375.0,106.15,207.22,32068.4,2.925
BLK-1009,DEMO-01,375.0,106.15,222.11,32068.4,2.919
BLK-1010,DEMO-01,375.0,106.15,237.0,32068.4,2.926
BLK-1011,DEMO-01,375.0,149.23,103.0,32068.4,2.921
BLK-1012,DEMO-01,375.0,149.23,117.89,32068.4,3.055
BLK-1013,DEMO-01,375.0,149.23,132.78,32068.4,3.804
BLK-1014,DEMO-01,375.0,149.23,147.67,32068.4,3.41
BLK-1015,DEMO-01,375.0,149.23,162.56,32068.4,2.956
BLK-1016,DEMO-01,375.0,149.23,177.44,32068.4,2.925
BLK-1017,DEMO-01,375.0,149.23,192.33,32068.4,2.906
BLK-1018,DEMO-01,375.0,149.23,207.22,32068.4,2.904
BLK-1019,DEMO-01,375.0,149.23,222.11,32068.4,2.925
BLK-1020,DEMO-01,375.0,149.23,237.0,32068.4,2.912
BLK-1021,DEMO-01,375.0,192.31,103.0,32068.4,2.93
BLK-1022,DEMO-01,375.0,192.31,117.89,32068.4,3.004
BLK-1023,DEMO-01,375.0,192.31,132.78,32068.4,3.734
BLK-1024,DEMO-01,375.0,192.31,147.67,32068.4,3.669
BLK-1025,DEMO-01,375.0,192.31,162.56,32068.4,2.992
BLK-1026,DEMO-01,375.0,192.31,177.44,32068.4,2.912
BLK-1027,DEMO-01,375.0,192.31,192.33,32068.4,2.919
BLK-1028,DEMO-01,375.0,192.31,207.22,32068.4,2.932
BLK-1029,DEMO-01,375.0,192.31,222.11,32068.4,2.915
BLK-1030,DEMO-01,375.0,192.31,237.0,32068.4,2.923
BLK-1031,DEMO-01,375.0,235.38,103.0,32068.4,2.917
BLK-1032,DEMO-01,375.0,235.38,117.89,32068.4,2.923
BLK-1033,DEMO-01,375.0,235.38,132.78,32068.4,3.141
BLK-1034,DEMO-01,375.0,235.38,147.67,32068.4,3.753
BLK-1035,DEMO-01,375.0,235.38,162.56,32068.4,3.264
BLK-1036,DEMO-01,375.0,235.38,177.44,32068.4,2.934
BLK-1037,DEMO-01,375.0,235.38,192.33,32068.4,2.907
BLK-1038,DEMO-01,375.0,235.38,207.22,32068.4,2.914
BLK-1039,DEMO-01,375.0,235.38,222.11,32068.4,2.92
BLK-1040,DEMO-01,375.0,235.38,237.0,32068.4,2.927
BLK-1041,DEMO-01,375.0,278.46,103.0,32068.4,2.926
BLK-1042,DEMO-01,375.0,278.46,117.89,32068.4,2.902
BLK-1043,DEMO-01,375.0,278.46,132.78,32068.4,2.945
BLK-1044,DEMO-01,375.0,278.46,147.67,32068.4,3.186
BLK-1045,DEMO-01,375.0,278.46,162.56,32068.4,3.381
BLK-1046,DEMO-01,375.0,278.46,177.44,32068.4,3.022
BLK-1047,DEMO-01,375.0,278.46,192.33,32068.4,2.937
BLK-1048,DEMO-01,375.0,278.46,207.22,32068.4,2.92
BLK-1049,DEMO-01,375.0,278.46,222.11,32068.4,2.926
BLK-1050,DEMO-01,375.0,278.46,237.0,32068.4,2.926
BLK-1051,DEMO-01,375.0,321.54,103.0,32068.4,2.935
BLK-1052,DEMO-01,375.0,321.54,117.89,32068.4,2.926
BLK-1053,DEMO-01,375.0,321.54,132.78,32068.4,2.902
BLK-1054,DEMO-01,375.0,321.54,147.67,32068.4,3.035
BLK-1055,DEMO-01,375.0,321.54,162.56,32068.4,3.177
BLK-1056,DEMO-01,375.0,321.54,177.44,32068.4,2.978
BLK-1057,DEMO-01,375.0,321.54,192.33,32068.4,2.905
BLK-1058,DEMO-01,375.0,321.54,207.22,32068.4,2.923
BLK-1059,DEMO-01,375.0,321.54,222.11,32068.4,2.913
BLK-1060,DEMO-01,375.0,321.54,237.0,32068.4,2.921
BLK-1061,DEMO-01,375.0,364.62,103.0,32068.4,2.926
BLK-1062,DEMO-01,375.0,364.62,117.89,32068.4,2.909
BLK-1063,DEMO-01,375.0,364.62,132.78,32068.4,2.907
BLK-1064,DEMO-01,375.0,364.62,147.67,32068.4,2.987
BLK-1065,DEMO-01,375.0,364.62,162.56,32068.4,2.985
BLK-1066,DEMO-01,375.0,364.62,177.44,32068.4,2.927
BLK-1067,DEMO-01,375.0,364.62,192.33,32068.4,2.899
BLK-1068,DEMO-01,375.0,364.62,207.22,32068.4,2.913
BLK-1069,DEMO-01,375.0,364.62,222.11,32068.4,2.926
BLK-1070,DEMO-01,375.0,364.62,237.0,32068.4,2.924
BLK-1071,DEMO-01,375.0,407.69,103.0,32068.4,2.906
BLK-1072,DEMO-01,375.0,407.69,117.89,32068.4,2.901
BLK-1073,DEMO-01,375.0,407.69,132.78,32068.4,2.926
BLK-1074,DEMO-01,375.0,407.69,147.67,32068.4,2.951
BLK-1075,DEMO-01,375.0,407.69,162.56,32068.4,2.929
BLK-1076,DEMO-01,375.0,407.69,177.44,32068.4,2.91
BLK-1077,DEMO-01,375.0,407.69,192.33,32068.4,2.92
BLK-1078,DEMO-01,375.0,407.69,207.22,32068.4,2.936
BLK-1079,DEMO-01,375.0,407.69,222.11,32068.4,2.919
BLK-1080,DEMO-01,375.0,407.69,237.0,32068.4,2.895
BLK-1081,DEMO-01,375.0,450.77,103.0,32068.4,2.919
BLK-1082,DEMO-01,375.0,450.77,117.89,32068.4,2.944
BLK-1083,DEMO-01,375.0,450.77,132.78,32068.4,2.903
BLK-1084,DEMO-01,375.0,450.77,147.67,32068.4,2.921
BLK-1085,DEMO-01,375.0,450.77,162.56,32068.4,2.914
BLK-1086,DEMO-01,375.0,450.77,177.44,32068.4,2.917
BLK-1087,DEMO-01,375.0,450.77,192.33,32068.4,2.919
BLK-1088,DEMO-01,375.0,450.77,207.22,32068.4,2.931
BLK-1089,DEMO-01,375.0,450.77,222.11,32068.4,2.917
BLK-1090,DEMO-01,375.0,450.77,237.0,32068.4,2.933
BLK-1091,DEMO-01,375.0,493.85,103.0,32068.4,2.915
BLK-1092,DEMO-01,375.0,493.85,117.89,32068.4,2.912
BLK-1093,DEMO-01,375.0,493.85,132.78,32068.4,2.908
BLK-1094,DEMO-01,375.0,493.85,147.67,32068.4,2.893
BLK-1095,DEMO-01,375.0,493.85,162.56,32068.4,2.92
BLK-1096,DEMO-01,375.0,493.85,177.44,32068.4,2.943
BLK-1097,DEMO-01,375.0,493.85,192.33,32068.4,2.922
BLK-1098,DEMO-01,375.0,493.85,207.22,32068.4,2.925
BLK-1099,DEMO-01,375.0,493.85,222.11,32068.4,2.911
BLK-1100,DEMO-01,375.0,493.85,237.0,32068.4,2.913
BLK-1101,DEMO-01,375.0,536.92,103.0,32068.4,2.929
BLK-1102,DEMO-01,375.0,536.92,117.89,32068.4,2.943
BLK-1103,DEMO-01,375.0,536.92,132.78,32068.4,2.936
BLK-1104,DEMO-01,375.0,536.92,147.67,32068.4,2.927
BLK-1105,DEMO-01,375.0,536.92,162.56,32068.4,2.917
BLK-1106,DEMO-01,375.0,536.92,177.44,32068.4,2.919
BLK-1107,DEMO-01,375.0,536.92,192.33,32068.4,2.906
BLK-1108,DEMO-01,375.0,536.92,207.22,32068.4,2.897
BLK-1109,DEMO-01,375.0,536.92,222.11,32068.4,2.901
BLK-1110,DEMO-01,375.0,536.92,237.0,32068.4,2.917
BLK-1111,DEMO-01,375.0,580.0,103.0,32068.4,2.912
BLK-1112,DEMO-01,375.0,580.0,117.89,32068.4,2.897
BLK-1113,DEMO-01,375.0,580.0,132.78,32068.4,2.916
BLK-1114,DEMO-01,375.0,580.0,147.67,32068.4,2.912
BLK-1115,DEMO-01,375.0,580.0,162.56,32068.4,2.901
BLK-1116,DEMO-01,375.0,580.0,177.44,32068.4,2.911
BLK-1117,DEMO-01,375.0,580.0,192.33,32068.4,2.912
BLK-1118,DEMO-01,375.0,580.0,207.22,32068.4,2.908
BLK-1119,DEMO-01,375.0,580.0,222.11,32068.4,2.928
BLK-1120,DEMO-01,375.0,580.0,237.0,32068.4,2.891
BLK-1121,DEMO-01,425.0,20.0,103.0,32068.4,2.89
BLK-1122,DEMO-01,425.0,20.0,117.89,32068.4,2.916
BLK-1123,DEMO-01,425.0,20.0,132.78,32068.4,2.917
BLK-1124,DEMO-01,425.0,20.0,147.67,32068.4,2.923
BLK-1125,DEMO-01,425.0,20.0,162.56,32068.4,2.941
BLK-1126,DEMO-01,425.0,20.0,177.44,32068.4,2.97
BLK-1127,DEMO-01,425.0,20.0,192.33,32068.4,2.93
BLK-1128,DEMO-01,425.0,20.0,207.22,32068.4,2.911
BLK-1129,DEMO-01,425.0,20.0,222.11,32068.4,2.937
BLK-1130,DEMO-01,425.0,20.0,237.0,32068.4,2.912
BLK-1131,DEMO-01,425.0,63.08,103.0,32068.4,2.915
BLK-1132,DEMO-01,425.0,63.08,117.89,32068.4,2.949
BLK-1133,DEMO-01,425.0,63.08,132.78,32068.4,2.914
BLK-1134,DEMO-01,425.0,63.08,147.67,32068.4,2.953
BLK-1135,DEMO-01,425.0,63.08,162.56,32068.4,3.113
BLK-1136,DEMO-01,425.0,63.08,177.44,32068.4,3.049
BLK-1137,DEMO-01,425.0,63.08,192.33,32068.4,2.928
BLK-1138,DEMO-01,425.0,63.08,207.22,32068.4,2.919
BLK-1139,DEMO-01,425.0,63.08,222.11,32068.4,2.918
BLK-1140,DEMO-01,425.0,63.08,237.0,32068.4,2.909
BLK-1141,DEMO-01,425.0,106.15,103.0,32068.4,2.92
BLK-1142,DEMO-01,425.0,106.15,117.89,32068.4,2.943
BLK-1143,DEMO-01,425.0,106.15,132.78,32068.4,2.953
BLK-1144,DEMO-01,425.0,106.15,147.67,32068.4,3.212
BLK-1145,DEMO-01,425.0,106.15,162.56,32068.4,3.347
BLK-1146,DEMO-01,425.0,106.15,177.44,32068.4,2.967
BLK-1147,DEMO-01,425.0,106.15,192.33,32068.4,2.914
BLK-1148,DEMO-01,425.0,106.15,207.22,32068.4,2.929
BLK-1149,DEMO-01,425.0,106.15,222.11,32068.4,2.936
BLK-1150,DEMO-01,425.0,106.15,237.0,32068.4,2.906
BLK-1151,DEMO-01,425.0,149.23,103.0,32068.4,2.91
BLK-1152,DEMO-01,425.0,149.23,117.89,32068.4,2.947
BLK-1153,DEMO-01,425.0,149.23,132.78,32068.4,3.022
BLK-1154,DEMO-01,425.0,149.23,147.67,32068.4,3.635
BLK-1155,DEMO-01,425.0,149.23,162.56,32068.4,3.397
BLK-1156,DEMO-01,425.0,149.23,177.44,32068.4,2.954
BLK-1157,DEMO-01,425.0,149.23,192.33,32068.4,2.912
BLK-1158,DEMO-01,425.0,149.23,207.22,32068.4,2.929
BLK-1159,DEMO-01,425.0,149.23,222.11,32068.4,2.934
BLK-1160,DEMO-01,425.0,149.23,237.0,32068.4,2.903
BLK-1161,DEMO-01,425.0,192.31,103.0,32068.4,2.912
BLK-1162,DEMO-01,425.0,192.31,117.89,32068.4,2.929
BLK-1163,DEMO-01,425.0,192.31,132.78,32068.4,2.967
BLK-1164,DEMO-01,425.0,192.31,147.67,32068.4,3.531
BLK-1165,DEMO-01,425.0,192.31,162.56,32068.4,3.696
BLK-1166,DEMO-01,425.0,192.31,177.44,32068.4,3.029
BLK-1167,DEMO-01,425.0,192.31,192.33,32068.4,2.912
BLK-1168,DEMO-01,425.0,192.31,207.22,32068.4,2.919
BLK-1169,DEMO-01,425.0,192.31,222.11,32068.4,2.9
BLK-1170,DEMO-01,425.0,192.31,237.0,32068.4,2.904
BLK-1171,DEMO-01,425.0,235.38,103.0,32068.4,2.918
BLK-1172,DEMO-01,425.0,235.38,117.89,32068.4,2.917
BLK-1173,DEMO-01,425.0,235.38,132.78,32068.4,2.906
BLK-1174,DEMO-01,425.0,235.38,147.67,32068.4,3.027
BLK-1175,DEMO-01,425.0,235.38,162.56,32068.4,3.606
BLK-1176,DEMO-01,425.0,235.38,177.44,32068.4,3.353
BLK-1177,DEMO-01,425.0,235.38,192.33,32068.4,2.918
BLK-1178,DEMO-01,425.0,235.38,207.22,32068.4,2.903
BLK-1179,DEMO-01,425.0,235.38,222.11,32068.4,2.892
BLK-1180,DEMO-01,425.0,235.38,237.0,32068.4,2.922
BLK-1181,DEMO-01,425.0,278.46,103.0,32068.4,2.892
BLK-1182,DEMO-01,425.0,278.46,117.89,32068.4,2.917
BLK-1183,DEMO-01,425.0,278.46,132.78,32068.4,2.938
BLK-1184,DEMO-01,425.0,278.46,147.67,32068.4,2.945
BLK-1185,DEMO-01,425.0,278.46,162.56,32068.4,3.076
BLK-1186,DEMO-01,425.0,278.46,177.44,32068.4,3.425
BLK-1187,DEMO-01,425.0,278.46,192.33,32068.4,3.049
BLK-1188,DEMO-01,425.0,278.46,207.22,32068.4,2.905
BLK-1189,DEMO-01,425.0,278.46,222.11,32068.4,2.915
BLK-1190,DEMO-01,425.0,278.46,237.0,32068.4,2.932
BLK-1191,DEMO-01,425.0,321.54,103.0,32068.4,2.924
BLK-1192,DEMO-01,425.0,321.54,117.89,32068.4,2.907
BLK-1193,DEMO-01,425.0,321.54,132.78,32068.4,2.926
BLK-1194,DEMO-01,425.0,321.54,147.67,32068.4,2.888
BLK-1195,DEMO-01,425.0,321.54,162.56,32068.4,2.971
BLK-1196,DEMO-01,425.0,321.54,177.44,32068.4,3.188
