date,mine_id,rainfall_mm,soil_moisture,NDVI,LST
2025-07-18,DEMO-01,55.61,0.892,0.555,31.97
2025-07-19,DEMO-01,0.0,0.732,0.563,33.61
2025-07-20,DEMO-01,9.7,0.692,0.568,31.69
2025-07-21,DEMO-01,0.24,0.57,0.564,36.27
2025-07-22,DEMO-01,0.4,0.472,0.555,35.03
2025-07-23,DEMO-01,0.0,0.387,0.542,33.19
2025-07-24,DEMO-01,15.5,0.445,0.533,33.96
2025-07-25,DEMO-01,0.0,0.365,0.52,36.05
2025-07-26,DEMO-01,7.92,0.377,0.51,36.5
2025-07-27,DEMO-01,31.27,0.491,0.507,32.99
2025-07-28,DEMO-01,35.53,0.592,0.511,33.88
2025-07-29,DEMO-01,35.94,0.675,0.52,30.7
2025-07-30,DEMO-01,52.43,0.762,0.533,31.34
2025-07-31,DEMO-01,0.14,0.626,0.537,34.22
2025-08-01,DEMO-01,0.0,0.514,0.533,35.21
2025-08-02,DEMO-01,39.96,0.617,0.536,34.52
2025-08-03,DEMO-01,8.16,0.586,0.537,34.63
2025-08-04,DEMO-01,15.59,0.608,0.539,32.54
2025-08-05,DEMO-01,10.72,0.598,0.54,32.42
2025-08-06,DEMO-01,0.4,0.495,0.535,37.17
2025-08-07,DEMO-01,53.39,0.614,0.537,32.31
2025-08-08,DEMO-01,0.4,0.509,0.533,35.57
2025-08-09,DEMO-01,0.0,0.417,0.524,34.53
2025-08-10,DEMO-01,61.01,0.555,0.524,31.61
2025-08-11,DEMO-01,8.16,0.535,0.522,33.2
2025-08-12,DEMO-01,5.66,0.498,0.519,35.32
2025-08-13,DEMO-01,0.4,0.413,0.511,33.5
2025-08-14,DEMO-01,5.91,0.4,0.502,34.33
2025-08-15,DEMO-01,79.27,0.546,0.504,29.39
2025-08-16,DEMO-01,0.0,0.447,0.499,30.72
2025-08-17,DEMO-01,60.66,0.579,0.503,31.05
2025-08-18,DEMO-01,11.43,0.578,0.507,33.39
2025-08-19,DEMO-01,60.34,0.687,0.517,31.33
2025-08-20,DEMO-01,3.78,0.605,0.521,35.2
2025-08-21,DEMO-01,32.85,0.68,0.529,35.89
2025-08-22,DEMO-01,0.0,0.558,0.528,35.93
2025-08-23,DEMO-01,0.4,0.462,0.522,35.97
2025-08-24,DEMO-01,20.77,0.53,0.521,34.96
2025-08-25,DEMO-01,0.0,0.434,0.514,36.81
2025-08-26,DEMO-01,0.4,0.361,0.503,36.23
2025-08-27,DEMO-01,0.0,0.296,0.489,36.04
2025-08-28,DEMO-01,0.0,0.243,0.473,36.66
2025-08-29,DEMO-01,0.0,0.199,0.456,32.29
2025-08-30,DEMO-01,13.12,0.277,0.446,37.81
2025-08-31,DEMO-01,26.3,0.396,0.444,36.3
2025-09-01,DEMO-01,15.61,0.452,0.445,35.06
2025-09-02,DEMO-01,0.0,0.371,0.442,33.76
2025-09-03,DEMO-01,0.4,0.309,0.435,37.41
2025-09-04,DEMO-01,0.0,0.253,0.425,34.78
2025-09-05,DEMO-01,34.57,0.396,0.425,34.34
2025-09-06,DEMO-01,0.0,0.324,0.421,33.95
2025-09-07,DEMO-01,0.0,0.266,0.413,38.86
2025-09-08,DEMO-01,6.66,0.286,0.407,33.3
2025-09-09,DEMO-01,0.0,0.235,0.399,35.82
2025-09-10,DEMO-01,12.92,0.305,0.396,31.93
2025-09-11,DEMO-01,0.0,0.25,0.39,35.63
2025-09-12,DEMO-01,0.0,0.205,0.382,35.07
2025-09-13,DEMO-01,0.0,0.168,0.372,37.24
2025-09-14,DEMO-01,24.96,0.303,0.372,33.46
2025-09-15,DEMO-01,7.15,0.321,0.372,36.73
2025-09-16,DEMO-01,0.4,0.268,0.37,34.09
2025-09-17,DEMO-01,0.0,0.22,0.364,35.12
2025-09-18,DEMO-01,14.04,0.299,0.364,34.23
2025-09-19,DEMO-01,0.87,0.256,0.362,36.06
2025-09-20,DEMO-01,0.0,0.21,0.357,35.89
2025-09-21,DEMO-01,0.4,0.177,0.35,36.31
2025-09-22,DEMO-01,0.4,0.15,0.342,35.62
2025-09-23,DEMO-01,0.0,0.123,0.334,36.14
2025-09-24,DEMO-01,0.4,0.106,0.325,33.87
2025-09-25,DEMO-01,0.0,0.087,0.316,35.63
2025-09-26,DEMO-01,0.0,0.071,0.307,37.27
2025-09-27,DEMO-01,0.0,0.058,0.298,32.59
2025-09-28,DEMO-01,7.12,0.12,0.293,35.11
2025-09-29,DEMO-01,0.4,0.103,0.288,35.71
2025-09-30,DEMO-01,6.25,0.149,0.287,36.36
2025-10-01,DEMO-01,0.0,0.122,0.284,35.64
2025-10-02,DEMO-01,7.03,0.171,0.284,34.24
2025-10-03,DEMO-01,10.46,0.237,0.288,34.4
2025-10-04,DEMO-01,3.44,0.233,0.292,33.12
2025-10-05,DEMO-01,9.01,0.278,0.298,33.16
2025-10-06,DEMO-01,0.0,0.228,0.3,32.3
2025-10-07,DEMO-01,0.0,0.187,0.3,36.15
2025-10-08,DEMO-01,0.0,0.153,0.297,34.6
2025-10-09,DEMO-01,0.0,0.126,0.293,32.58
2025-10-10,DEMO-01,0.0,0.103,0.288,34.14
2025-10-11,DEMO-01,0.0,0.084,0.283,35.27
2025-10-12,DEMO-01,0.4,0.074,0.277,34.9
2025-10-13,DEMO-01,2.65,0.091,0.273,31.96
2025-10-14,DEMO-01,0.0,0.075,0.268,28.92
2025-10-15,DEMO-01,1.14,0.075,0.264,33.68
2025-10-16,DEMO-01,2.73,0.092,0.261,31.67
2025-10-17,DEMO-01,0.0,0.076,0.258,33.83
2025-10-18,DEMO-01,2.08,0.086,0.255,34.04
2025-10-19,DEMO-01,4.17,0.116,0.255,34.02
2025-10-20,DEMO-01,0.0,0.095,0.254,35.04
2025-10-21,DEMO-01,1.64,0.097,0.252,34.1
2025-10-22,DEMO-01,0.0,0.08,0.25,34.79
2025-10-23,DEMO-01,0.4,0.07,0.247,34.12
2025-10-24,DEMO-01,0.0,0.058,0.244,34.14
2025-10-25,DEMO-01,0.0,0.05,0.241,31.91
2025-10-26,DEMO-01,6.65,0.109,0.241,29.61
2025-10-27,DEMO-01,0.0,0.089,0.241,35.18
2025-10-28,DEMO-01,0.0,0.073,0.239,31.66
2025-10-29,DEMO-01,0.0,0.06,0.237,33.16
2025-10-30,DEMO-01,0.0,0.05,0.234,30.54
2025-10-31,DEMO-01,0.4,0.05,0.232,32.51
2025-11-01,DEMO-01,0.0,0.05,0.23,27.63
2025-11-02,DEMO-01,0.0,0.05,0.228,30.34
2025-11-03,DEMO-01,0.44,0.05,0.226,30.62
2025-11-04,DEMO-01,0.4,0.05,0.225,31.28
2025-11-05,DEMO-01,0.0,0.05,0.223,32.02
2025-11-06,DEMO-01,0.0,0.05,0.222,28.86
2025-11-07,DEMO-01,0.0,0.05,0.221,31.18
2025-11-08,DEMO-01,2.03,0.065,0.221,31.72
2025-11-09,DEMO-01,0.0,0.053,0.22,33.28
2025-11-10,DEMO-01,0.4,0.05,0.219,30.83
2025-11-11,DEMO-01,0.0,0.05,0.218,29.09
2025-11-12,DEMO-01,1.64,0.06,0.218,27.72
2025-11-13,DEMO-01,0.0,0.05,0.218,32.04
2025-11-14,DEMO-01,3.93,0.084,0.219,30.14
2025-11-15,DEMO-01,0.0,0.069,0.219,29.19
2025-11-16,DEMO-01,0.0,0.057,0.219,26.83
2025-11-17,DEMO-01,0.4,0.051,0.218,27.64
2025-11-18,DEMO-01,1.39,0.058,0.218,29.64
2025-11-19,DEMO-01,0.4,0.053,0.218,29.19
2025-11-20,DEMO-01,0.4,0.05,0.217,25.85
2025-11-21,DEMO-01,0.0,0.05,0.216,29.36
2025-11-22,DEMO-01,0.0,0.05,0.216,26.16
2025-11-23,DEMO-01,0.0,0.05,0.215,30.13
2025-11-24,DEMO-01,0.07,0.05,0.215,28.4
2025-11-25,DEMO-01,0.0,0.05,0.214,27.35
2025-11-26,DEMO-01,0.0,0.05,0.214,29.27
2025-11-27,DEMO-01,0.14,0.05,0.214,28.26
2025-11-28,DEMO-01,0.0,0.05,0.214,29.51
2025-11-29,DEMO-01,0.0,0.05,0.213,27.66
2025-11-30,DEMO-01,0.0,0.05,0.213,27.63
2025-12-01,DEMO-01,0.0,0.05,0.213,26.93
2025-12-02,DEMO-01,0.4,0.05,0.213,27.56
2025-12-03,DEMO-01,0.4,0.05,0.212,29.47
2025-12-04,DEMO-01,0.0,0.05,0.212,26.31
2025-12-05,DEMO-01,0.0,0.05,0.212,27.81
2025-12-06,DEMO-01,2.97,0.074,0.214,25.39
2025-12-07,DEMO-01,0.0,0.061,0.214,23.81
2025-12-08,DEMO-01,0.0,0.05,0.214,26.9
2025-12-09,DEMO-01,4.28,0.088,0.216,26.77
2025-12-10,DEMO-01,0.0,0.072,0.217,26.27
2025-12-11,DEMO-01,1.98,0.082,0.218,24.11
2025-12-12,DEMO-01,0.0,0.067,0.218,26.67
2025-12-13,DEMO-01,0.0,0.055,0.218,26.53
2025-12-14,DEMO-01,0.0,0.05,0.217,24.83
2025-12-15,DEMO-01,0.0,0.05,0.217,24.09
2025-12-16,DEMO-01,0.0,0.05,0.216,25.55
2025-12-17,DEMO-01,0.0,0.05,0.216,26.74
2025-12-18,DEMO-01,0.0,0.05,0.215,26.33
2025-12-19,DEMO-01,0.4,0.05,0.215,24.42
2025-12-20,DEMO-01,0.4,0.05,0.214,25.77
2025-12-21,DEMO-01,0.0,0.05,0.214,26.77
2025-12-22,DEMO-01,0.0,0.05,0.214,23.82
2025-12-23,DEMO-01,0.0,0.05,0.213,25.48
2025-12-24,DEMO-01,0.0,0.05,0.213,27.21
2025-12-25,DEMO-01,0.0,0.05,0.213,23.48
2025-12-26,DEMO-01,0.0,0.05,0.213,26.83
2025-12-27,DEMO-01,0.0,0.05,0.213,27.42
2025-12-28,DEMO-01,0.0,0.05,0.212,24.79
2025-12-29,DEMO-01,0.0,0.05,0.212,24.56
2025-12-30,DEMO-01,0.0,0.05,0.212,26.44
2025-12-31,DEMO-01,0.0,0.05,0.212,24.69
